date;cases_esp;cases_14d_esp;cases_14d_100k_hab_esp;cases_uk;cases_14d_uk;cases_14d_100k_hab_uk;cases_fr;cases_14d_fr;cases_14d_100k_hab_fr;cases_gr;cases_14d_gr;cases_14d_100k_hab_gr;cases_it;cases_14d_it;cases_14d_100k_hab_it;cases_nt;cases_14d_nt;cases_14d_100k_hab_nt;cases_pt;cases_14d_pt;cases_14d_100k_hab_pt
05/03/2020;1284;5840;12.3074861;29;105;0.154671041;138;414;0.632105239;220;466;0.556192498;769;3855;6.375923876;44;82;0.478556245;3;8;0.078456686
06/03/2020;1625;7406;15.60774693;46;151;0.222431688;190;604;0.922201846;188;654;0.780579171;778;4616;7.63456929;46;128;0.747014626;5;13;0.127492115
07/03/2020;1865;9213;19.4159023;46;197;0.290192334;332;936;1.429107497;129;783;0.934546622;1247;5821;9.627562356;60;188;1.097177732;7;20;0.196141716
08/03/2020;2192;11332;23.88158091;65;262;0.385941074;177;1113;1.699355389;241;1024;1.22219124;1492;7220;11.94141904;77;265;1.546553718;10;30;0.294212574
09/03/2020;3408;14633;30.83826098;50;308;0.453701721;286;1399;2.136027124;136;1160;1.384513515;1797;8943;14.79115103;56;321;1.873372617;0;30;0.294212574
10/03/2020;4665;19169;40.39763717;52;360;0.530300712;372;1769;2.700952096;281;1440;1.718706432;977;9827;16.25323059;61;382;2.229371775;11;41;0.402090518
11/03/2020;4740;23763;50.07924525;83;443;0.652564488;510;2275;3.473525165;451;1881;2.245060277;2313;12009;19.86211928;121;503;2.935534038;18;59;0.578618062
12/03/2020;5938;29521;62.21392076;134;577;0.849954197;0;2255;3.44298868;170;2032;2.425285743;2651;14458;23.91260892;0;502;2.929697987;0;59;0.578618062
13/03/2020;7803;37007;77.99026339;207;778;1.146038762;1388;3624;5.533211076;1597;3627;4.328991825;2547;16772;27.73981719;303;805;4.698021672;53;112;1.098393609
14/03/2020;7465;44229;93.21024021;264;1038;1.529033721;815;4396;6.711919396;910;4506;5.378118876;3497;20029;33.12668724;156;956;5.579265489;57;169;1.6573975
15/03/2020;7933;51472;108.4744734;330;1356;1.997466017;36;4402;6.721080342;1210;5665;6.761438845;3590;23053;38.12819017;176;1128;6.583066392;76;245;2.40273602
16/03/2020;9473;60144;126.7502473;152;1503;2.214005475;2151;6492;9.912143021;1477;7113;8.489693646;3233;25944;42.9097196;278;1398;8.158800369;86;329;3.226531227
17/03/2020;8834;68178;143.6814705;407;1899;2.797336258;1032;7503;11.45576234;1985;9061;10.81472151;3526;29004;47.97076423;295;1687;9.84541933;117;446;4.373960265
18/03/2020;8966;76191;160.5684373;676;2541;3.743039196;1409;8836;13.49101906;3070;12065;14.4001341;4207;32624;53.95801311;347;2020;11.78882457;0;443;4.344539008
19/03/2020;8659;83566;176.1108534;643;3155;4.647496522;1846;10544;16.09883488;2993;14838;17.70983752;5322;37177;61.48838442;409;2385;13.91898346;337;777;7.620105664
20/03/2020;10660;92601;195.1516302;714;3823;5.631498955;1788;12142;18.53870002;4528;19178;22.88982774;5986;42385;70.10208392;536;2875;16.77864883;235;1007;9.875735397
21/03/2020;7425;98161;206.8690314;1035;4812;7.088352857;1705;13515;20.63502972;2365;21414;25.5585969;6557;47695;78.8844849;637;3452;20.1460507;260;1260;12.3569281
22/03/2020;6775;102744;216.5274575;665;5412;7.972187377;2295;15633;23.86884348;2660;23833;28.44578499;5560;51763;85.61269718;577;3952;23.06407658;320;1570;15.3971247
23/03/2020;8265;107601;226.763324;967;6329;9.322981137;3365;18712;28.56993534;4183;27880;33.27606619;4789;54755;90.56127415;547;4443;25.929578;460;2030;19.90838417
24/03/2020;7125;110061;231.9476418;1427;7704;11.34843525;2249;20589;31.43578445;3930;31529;37.63131603;5249;59027;97.6268894;816;5198;30.33579708;302;2321;22.76224613
25/03/2020;6945;112266;236.5945607;1452;9073;13.36505101;2962;23041;35.17955751;4337;35415;42.26943631;5210;61924;102.4183424;858;5935;34.63696723;633;2936;28.7936039
26/03/2020;6357;112685;237.4775807;2129;11068;16.30380079;3918;26959;41.16165491;6615;41860;49.96184114;6203;65476;108.2931237;1030;6965;40.64810055;549;3485;34.177694
27/03/2020;6062;110944;233.8085168;2890;13751;20.25601416;3795;29366;44.83672088;6933;47196;56.3306033;5909;68838;113.853657;1179;7841;45.7604819;724;4156;40.75824857
28/03/2020;5362;108841;229.3765573;2556;16043;23.63226203;4645;33196;50.68445775;6824;53110;63.38923514;5974;71315;117.9504569;1172;8857;51.68991049;902;5001;49.04523607
29/03/2020;4245;105153;221.6042956;2502;18215;26.83174299;2603;35763;54.6038156;4400;56300;67.1966473;5217;72942;120.641411;1111;9792;57.1466189;792;5717;56.0671095
30/03/2020;5153;100833;212.5001278;2665;20728;30.53353658;4354;37966;57.96740942;4790;59613;71.15086564;4050;73759;121.9926768;887;10401;60.70077442;446;6077;59.59766038
31/03/2020;4418;96417;203.1936451;3250;23571;34.72143915;7629;44563;68.03986898;4923;62551;74.65750418;4053;74286;122.8643012;850;10956;63.93978315;1035;6995;68.60056514
01/04/2020;5490;92941;195.868162;4567;27462;40.45310602;4844;47998;73.28451028;6064;65545;78.2309813;4782;74861;123.8153145;1029;11638;67.91997046;808;7803;76.52469047
02/04/2020;4452;88734;187.0021356;4522;31341;46.16709619;2106;48258;73.68148458;6922;69474;82.92042406;4668;74207;122.7336402;1092;12321;71.90599381;783;8249;80.89865073
03/04/2020;4464;82538;173.9443986;4672;35299;51.99745792;5224;51694;78.9276527;6365;71311;85.11296831;4585;72806;120.4164757;1033;12818;74.80651154;852;8866;86.94962267
04/04/2020;3669;78782;166.0288305;4000;38264;56.36507351;-17074;32915;50.25542014;4933;73879;88.17799478;4805;71054;117.5187795;906;13087;76.37640946;638;9244;90.6567011
05/04/2020;3219;75226;158.5347516;6199;43798;64.5169739;855;31475;48.05679322;4031;75250;89.81434652;4316;69810;115.461283;1226;13736;80.16400706;754;9678;94.91297633
06/04/2020;3536;70497;148.5686383;4143;46974;69.19540463;2654;30764;46.97122118;3251;74318;88.70196153;3599;68620;113.4930989;973;14162;82.65016511;452;9670;94.83451965
07/04/2020;3202;66574;140.3011267;3888;49435;72.82059922;-3491;25024;38.20724999;4289;74677;89.13044459;3039;66410;109.8379;783;14129;82.45757541;712;10080;98.85542482
08/04/2020;3480;63109;132.9988254;5865;53848;79.32120213;3855;25917;39.57070405;5633;75973;90.67728038;3836;65036;107.5653918;973;14244;83.12872136;699;10146;99.50269249
09/04/2020;3289;60041;126.5331803;4675;56394;83.07160661;3784;25783;39.3661096;4885;74243;88.61244557;4204;63037;104.2591734;1221;14435;84.24340725;815;10412;102.1113773
10/04/2020;3178;57157;120.4553053;5706;59210;87.21973663;1565;23553;35.96129152;3990;71300;85.0998393;3951;61079;101.0207664;1346;14602;85.21802789;1516;11204;109.8785893
11/04/2020;2888;54683;115.2414833;5234;61888;91.1645847;1445;20353;31.07545393;2737;67213;80.22181625;4694;59799;98.90372811;1322;14752;86.09343566;515;10817;106.0832471
12/04/2020;2267;52705;111.0729546;5288;64674;95.268523;50746;68496;104.5813537;2946;65759;78.48640017;4092;58674;97.04304994;1175;14816;86.46694297;598;10623;104.1806724
13/04/2020;2199;49751;104.8475584;4342;66351;97.73884048;3141;67283;102.7293159;2218;63187;75.41659952;3153;57777;95.55946921;964;14893;86.91631895;349;10526;103.2293851
14/04/2020;2269;47602;100.3186564;5252;68353;100.6879017;17448;77102;117.7212032;1287;59551;71.07686578;2972;56696;93.77156423;870;14913;87.03303999;514;10005;98.11989339
15/04/2020;2388;44500;93.78135814;4605;68391;100.7438779;3208;75466;115.2233187;3394;56881;67.8900976;2667;54581;90.27348926;736;14620;85.32307682;643;9840;96.50172423
16/04/2020;2297;42345;89.23981147;4618;68487;100.8852914;12578;85938;131.2122223;2945;52904;63.14336463;3786;53699;88.81471757;1067;14595;85.17717553;750;9807;96.1780904
17/04/2020;1916;39797;83.87003843;5599;69414;102.2508157;1891;82605;126.123317;3699;50238;59.96137064;3493;52607;87.00861929;1236;14798;86.36189404;181;9136;89.59753583
18/04/2020;1681;37809;79.68043528;5526;70940;104.4987015;3806;103485;158.0034074;1945;47250;56.39505479;3491;51293;84.83534718;1147;15039;87.76838251;663;9161;89.84271298
19/04/2020;1150;35740;75.32012899;5850;70591;103.9846044;1092;103722;158.3652647;1842;45061;53.78238231;3047;50024;82.7365022;1072;14885;86.86963054;521;8928;87.55766199
20/04/2020;1490;33694;71.00829396;4676;71124;104.7697441;2447;103515;158.0492121;1881;43691;52.14722411;2256;48681;80.51526595;750;14662;85.568191;657;9133;89.56811458
21/04/2020;1337;31829;67.0779067;4301;71537;105.3781169;2666;109672;167.449869;1226;40628;48.4913923;2729;48371;80.00254574;729;14608;85.2530442;516;8937;87.64592576
22/04/2020;1480;29829;62.8630142;4451;70123;103.2952135;1800;107617;164.3122451;2357;37352;44.58133517;3370;47905;79.23181149;715;14350;83.74734285;603;8841;86.70444552
23/04/2020;1188;27728;58.43526963;4583;70031;103.1596922;-1710;102123;155.9238727;2481;34948;41.71205026;2646;46347;76.65497896;889;14018;81.80977366;371;8397;82.35009943
24/04/2020;1135;25685;54.12975694;5386;69711;102.6883138;2811;103369;157.8262957;1870;32828;39.18173246;3021;45417;75.11681834;808;13480;78.66997781;444;7325;71.83690346
25/04/2020;766;23563;49.657756;4913;69390;102.2154623;1678;103602;158.1820458;1514;31605;37.72202554;2357;43080;71.25156954;655;12813;74.77733128;595;7405;72.62147032
26/04/2020;564;21860;46.06877503;4463;68565;101.0001899;633;53489;81.66830223;1257;29916;35.70612612;2324;41312;68.32741042;656;12294;71.74842041;472;7279;71.38577751
27/04/2020;708;20369;42.92657267;4310;68533;100.953052;3686;54034;82.50042144;988;28686;34.23806438;1739;39898;65.9887447;400;11730;68.45688722;163;7093;69.56165955
28/04/2020;865;18965;39.96771814;3996;67277;99.10289176;3132;39718;60.6424055;1154;28553;34.07932274;2091;39017;64.53162695;172;11032;64.38332309;295;6874;67.41390776
29/04/2020;759;17336;36.5346882;4076;66748;98.32364432;-1455;35055;53.52282403;1627;26786;31.97032672;2086;38436;63.57069004;386;10682;62.34070497;183;6414;62.9026483
30/04/2020;756;15795;33.28711352;6032;68162;100.4065477;1218;23695;36.17810057;1470;25311;30.20984618;1872;36522;60.40505624;514;10129;59.11336834;540;6204;60.84316028
01/05/2020;743;14622;30.81507907;6201;68764;101.2933283;526;22330;34.09398547;1068;22680;27.0696263;1965;34994;57.8778418;477;9370;54.68380505;306;6329;62.069046
02/05/2020;668;13609;28.68023602;4806;68044;100.2327269;792;19316;29.49213718;890;21625;25.81043513;1900;33403;55.24642938;445;8668;50.58689671;-161;5505;53.98800731
03/05/2020;459;12918;27.22399066;4339;66533;98.00693695;361;18585;28.37602866;697;20480;24.44382481;1389;31745;52.50420323;335;7931;46.28572656;92;5076;49.7807675
04/05/2020;523;11951;25.18609014;3985;65842;96.9890542;562;16700;25.49796495;488;19087;22.78121504;1221;30710;50.79237931;199;7380;43.07006203;242;4661;45.7108269
05/05/2020;324;10938;23.05124709;4406;65947;97.14372524;1117;15151;23.13291419;855;18716;22.33840943;1075;29056;48.05676891;318;6969;40.67144476;178;4323;42.3960319
06/05/2020;311;9769;20.58764242;6111;67607;99.58900074;4136;17487;26.69957563;1155;17514;20.90376698;1444;27130;44.87128788;232;6486;37.85263176;480;4200;41.18976034
07/05/2020;313;8894;18.74362695;5614;68638;101.1077231;741;19938;30.44182187;1268;16301;19.45599552;1401;25885;42.81213736;455;6052;35.31978529;533;4362;42.77850824
08/05/2020;325;8084;17.03659549;4649;67901;100.0220797;531;17658;26.96066258;1158;15589;18.60619067;1327;24191;40.01036952;319;5563;32.46595598;553;4471;43.84748059
09/05/2020;275;7593;16.00183938;3896;66884;98.52398015;529;16509;25.20634152;736;14811;17.67761178;1083;22917;37.90325486;289;5197;30.32996103;138;4014;39.36564239
10/05/2020;288;7317;15.42018421;3923;66344;97.72852908;249;16125;24.62004101;555;14109;16.83974239;802;21395;35.38596403;245;4786;27.93134375;175;3717;36.4529379
11/05/2020;588;7197;15.16729066;3877;65911;97.09069517;314;12753;19.47158964;697;13818;16.49242047;744;20400;33.74029756;161;4547;26.53652738;98;3652;35.81547733
12/05/2020;537;6869;14.47604829;3403;65318;96.21717205;753;10374;15.83927475;595;13259;15.82522818;1402;19711;32.60073555;196;4571;26.67659262;234;3591;35.21724509
13/05/2020;589;6699;14.11778243;3242;64484;94.98864206;521;12350;18.85627947;927;12559;14.98974589;888;18513;30.61932003;227;4412;25.74866039;219;3627;35.57030018
14/05/2020;530;6473;13.64149958;3446;61898;91.17931528;642;11774;17.9768287;380;11469;13.6887806;992;17633;29.16385622;270;4168;24.32466376;187;3274;32.1083989
15/05/2020;586;6316;13.31063052;3560;59257;87.28897033;513;11761;17.95697999;755;11156;13.31520066;789;16457;27.2188273;200;3891;22.70807742;264;3232;31.69650129
16/05/2020;338;5986;12.61517325;3451;57902;85.29297737;415;11384;17.38136724;519;10785;12.87239505;875;15432;25.52354274;190;3636;21.21988422;227;3620;35.50165058
17/05/2020;301;5828;12.28219675;3562;57125;84.14841167;140;11163;17.04393909;617;10705;12.77691136;675;14718;24.34263232;125;3426;19.99431335;226;3754;36.81580008
18/05/2020;557;5862;12.35384992;2684;55824;82.23196381;444;11045;16.86377382;182;10399;12.41168624;451;13948;23.06910149;146;3373;19.68500261;173;3685;36.13911116
19/05/2020;585;6123;12.90389339;2412;53830;79.29468709;501;10429;15.92325009;1227;10771;12.8556854;813;13686;22.63577021;108;3163;18.45943174;223;3730;36.58043002
20/05/2020;478;6290;13.25583691;2472;50191;73.93423072;482;6775;10.34423428;695;10311;12.30665418;665;12907;21.34735395;198;3129;18.26100598;228;3478;34.1090444
21/05/2020;514;6491;13.67943361;2615;47192;69.51653117;267;6301;9.62051959;548;9591;11.44730096;642;12148;20.09201641;253;2927;17.08212352;252;3197;31.35325329
22/05/2020;563;6729;14.18100582;3287;45830;67.51022681;756;6526;9.964055045;689;9122;10.88752783;652;11473;18.9756095;188;2796;16.31760074;288;2932;28.75437555
23/05/2020;335;6789;14.30745259;2959;44893;66.1299719;546;6543;9.990011058;276;8662;10.33849661;669;11059;18.29087993;177;2684;15.66396294;271;3065;30.05871796
24/05/2020;312;6813;14.3580313;2409;43379;63.8997628;-439;5855;8.939555975;342;8449;10.08427128;531;10788;17.84266324;172;2611;15.23793116;152;3042;29.83315499
25/05/2020;570;6795;14.32009727;1625;41127;60.58243723;325;5866;8.956351042;272;8024;9.577014173;300;10344;17.10831558;210;2660;15.5238977;165;3109;30.49022974
26/05/2020;564;6822;14.37699832;2004;39728;58.52162974;255;5368;8.195992566;600;8029;9.582981904;397;9339;15.44610975;133;2597;15.15622644;219;3094;30.34312345
27/05/2020;427;6660;14.03559203;2013;38499;56.71124203;172;5019;7.663130903;324;7426;8.863273585;584;9035;14.94331316;190;2560;14.94029252;285;3160;30.99039112
28/05/2020;517;6647;14.00819523;1887;36940;54.41474533;3343;7720;11.7870832;672;7718;9.211789056;593;8636;14.28339263;182;2472;14.42671997;304;3277;32.13782015
29/05/2020;496;6557;13.81852506;2095;35475;52.25671604;594;7801;11.91075596;726;7689;9.177176218;516;8363;13.83186806;176;2448;14.28665472;350;3363;32.98122953
30/05/2020;317;6536;13.77426869;2445;34469;50.77482016;1795;9181;14.01777343;267;7437;8.876402593;416;7904;13.07271137;132;2390;13.94816372;257;3393;33.27544211
31/05/2020;235;6470;13.63517724;1936;32843;48.37962861;231;9272;14.15671443;221;7041;8.403758324;333;7562;12.5070652;185;2450;14.29832683;297;3464;33.9717452
01/06/2020;436;6349;13.38017624;1570;31729;46.73864252;407;9235;14.10022193;184;7043;8.406145416;200;7311;12.09192723;104;2408;14.05321265;200;3491;34.23653651
02/06/2020;407;6171;13.00505081;1613;30930;45.56166955;-647;8087;12.3474277;285;6101;7.281824959;318;6816;11.27322883;103;2403;14.02403239;195;3463;33.96193811
03/06/2020;444;6137;12.93339764;1871;30329;44.67636197;-3226;4379;6.685963384;242;5648;6.74114856;321;6472;10.70427479;87;2292;13.37623065;366;3601;35.31531595
04/06/2020;402;6025;12.69736366;1805;29519;43.48318536;4360;8472;12.93525503;351;5451;6.506019972;177;6007;9.935194481;209;2248;13.11944437;331;3680;36.09007573
05/06/2020;483;5945;12.52876796;1650;27882;41.07179018;581;8297;12.66806079;452;5214;6.223149539;518;5873;9.713567036;210;2270;13.24783751;377;3769;36.96290637
06/06/2020;264;5874;12.37913927;1557;26480;39.00656352;572;8323;12.70775822;526;5464;6.521536072;270;5474;9.053646511;183;2276;13.28285382;382;3880;38.05149289
07/06/2020;233;5795;12.21265102;1326;25397;37.41124221;341;9103;13.89868113;300;5422;6.471407134;197;5140;8.501231835;239;2343;13.67386929;342;4070;39.91483919
08/06/2020;420;5645;11.89653408;1205;24977;36.79255804;274;9052;13.8208131;359;5509;6.575245648;280;5120;8.468153112;165;2298;13.41124696;192;4097;40.17963051
09/06/2020;362;5443;11.47082994;1387;24360;35.88368154;553;9350;14.27580672;397;5306;6.332955783;283;5006;8.27960439;164;2329;13.59216456;421;4299;42.16066184
10/06/2020;367;5383;11.34438317;1003;23350;34.39589343;625;9803;14.96745811;16;4998;5.965343574;202;4624;7.647800779;185;2324;13.5629843;294;4308;42.24892561
11/06/2020;326;5192;10.94186093;1266;22729;33.4811247;364;6824;10.41904867;169;4495;5.364989869;379;4410;7.293858442;164;2306;13.45793537;310;4314;42.30776812
12/06/2020;371;5067;10.67843015;1541;22175;32.66505083;802;7032;10.73662812;535;4304;5.137022557;163;4057;6.71001898;210;2340;13.65636113;270;4234;41.52320126
13/06/2020;168;4918;10.36442066;1425;21155;31.16253215;497;5734;8.754810241;41;4078;4.867281131;346;3987;6.594243449;179;2387;13.93065557;283;4260;41.77818549
14/06/2020;190;4873;10.26958558;1514;20733;30.54090187;390;5893;8.997575296;251;4108;4.903087515;338;3992;6.60251313;143;2345;13.68554139;227;4190;41.09168949
15/06/2020;329;4766;10.04408883;1056;20219;29.78375029;136;5622;8.583805925;164;4088;4.879216593;301;4093;6.769560681;165;2406;14.04154055;346;4336;42.52352401
16/06/2020;306;4665;9.831236758;1279;19885;29.29174908;663;6932;10.58394569;570;4373;5.219377241;210;3985;6.590935576;140;2443;14.25747446;300;4441;43.55326802
17/06/2020;305;4526;9.538301729;1115;19129;28.17811758;488;10646;16.25457095;352;4483;5.350667315;328;3992;6.60251313;117;2473;14.43255602;336;4411;43.25905545
18/06/2020;309;4433;9.342309228;1218;18542;27.31343281;586;6872;10.49233624;1213;5345;6.379504082;331;4146;6.857219297;115;2379;13.88396715;417;4497;44.10246482
19/06/2020;293;4243;8.94189444;1346;18238;26.86562332;787;7078;10.80686203;482;5375;6.415310466;-148;3480;5.755697818;107;2276;13.28285382;375;4495;44.08285065
20/06/2020;273;4252;8.960861457;1295;17976;26.47968224;619;7125;10.87862277;371;5220;6.230310815;264;3474;5.745774201;76;2169;12.65839628;377;4490;44.03381522
21/06/2020;250;4269;8.996688043;1221;17871;26.3250112;343;7127;10.88167642;602;5522;6.590761748;224;3501;5.790430478;91;2021;11.79466062;292;4440;43.54346093
22/06/2020;323;4172;8.792265757;958;17624;25.96116599;142;6995;10.68013562;496;5659;6.754277568;221;3442;5.692848244;65;1921;11.21105544;259;4507;44.20053568
23/06/2020;356;4166;8.779621079;874;17111;25.20548748;698;7140;10.90152513;712;5974;7.1302446;113;3272;5.411679098;64;1821;10.62745027;345;4431;43.45519716
24/06/2020;408;4207;8.866026375;653;16761;24.68991734;268;6783;10.35644888;391;6349;7.5778244;577;3647;6.031905156;82;1718;10.02633693;367;4504;44.17111443
25/06/2020;370;4251;8.95875401;1118;16613;24.47190482;255;6674;10.19002503;500;6680;7.97288817;296;3564;5.894628455;110;1664;9.711190139;311;4505;44.18092151
26/06/2020;415;4295;9.051481645;1006;16078;23.68381904;1263;7135;10.89389101;665;6810;8.128049167;255;3656;6.046790582;91;1545;9.016699979;451;4686;45.95600404
27/06/2020;323;4450;9.378135814;890;15543;22.89573326;448;7086;10.81907662;422;7191;8.582790244;175;3485;5.763967499;69;1435;8.374734285;323;4726;46.34828747
28/06/2020;279;4539;9.56569853;901;14930;21.99274899;-406;6290;9.603724523;235;7175;8.563693506;174;3321;5.49272197;73;1365;7.966210661;457;4956;48.60391721
29/06/2020;420;4630;9.757476139;815;14689;21.63774213;645;6799;10.38087807;349;7360;8.78449954;126;3146;5.203283143;78;1278;7.458474157;266;4876;47.81935034
30/06/2020;460;4784;10.08202286;689;14099;20.76863818;441;6577;10.04192308;376;7166;8.552951591;142;3078;5.090815484;50;1188;6.933229498;229;4805;47.12304725
01/07/2020;573;5052;10.64681846;829;13813;20.34734373;990;7079;10.80838885;475;7289;8.699757765;182;2932;4.849340806;62;1133;6.612246651;313;4782;46.89748428
02/07/2020;444;5187;10.9313237;576;13171;19.40164079;539;7032;10.73662812;477;6553;7.821307811;201;2802;4.634329105;78;1096;6.396312736;328;4693;46.02465364
03/07/2020;574;5468;11.5235161;544;12369;18.22024865;539;6784;10.3579757;410;6481;7.735372489;223;3173;5.247939419;75;1064;6.209559079;374;4692;46.01484655
04/07/2020;462;5657;11.92182344;624;11698;17.23182704;358;6523;9.959474573;418;6528;7.791469158;235;3144;5.19997527;63;1051;6.133690406;413;4728;46.36790164
05/07/2020;454;5861;12.35174247;516;10993;16.19332148;11;6191;9.452568922;325;6251;7.460856879;192;3112;5.147049313;73;1033;6.028641475;328;4764;46.72095673
06/07/2020;742;6280;13.23476245;343;10378;15.28739109;1018;7067;10.79006696;541;6296;7.514566455;208;3099;5.125548143;36;1004;5.859395973;232;4737;46.45616542
07/07/2020;830;6754;14.23369198;581;10085;14.85578524;454;6823;10.41752185;279;5863;6.997760979;137;3123;5.165242611;37;977;5.701822576;287;4679;45.88735444
08/07/2020;936;7282;15.3464236;630;10062;14.82190491;822;7377;11.26338248;356;5828;6.955986864;193;2739;4.530131128;52;947;5.526741023;443;4755;46.63269296
09/07/2020;951;7863;16.57084987;642;9586;14.12072953;444;7566;11.55195226;302;5630;6.71966473;214;2657;4.394508363;54;891;5.199922124;418;4862;47.68205114
10/07/2020;1168;8616;18.15775689;512;9092;13.3930391;715;7018;10.71525258;331;5296;6.321020322;276;2678;4.429241022;42;842;4.913955587;402;4813;47.20150394
11/07/2020;917;9210;19.40957997;820;9022;13.28992508;251;6821;10.4144682;377;5251;6.267310746;188;2691;4.450742192;81;854;4.983988208;542;5032;49.34925573
12/07/2020;893;9824;20.70355196;650;8771;12.92018764;16;7243;11.05878803;210;5226;6.237472092;234;2751;4.549978362;101;882;5.147397658;291;4866;47.72127948
13/07/2020;1440;10844;22.85314714;530;8486;12.50036624;1423;8021;12.2466573;261;5138;6.132440032;169;2794;4.621097616;71;875;5.106545295;306;4906;48.11356292
14/07/2020;1562;11946;25.17555291;398;8195;12.0717065;62;7642;11.66799091;276;5038;6.013085419;114;2766;4.574787404;54;879;5.129889503;233;4910;48.15279126
15/07/2020;1890;13263;27.95105962;538;7904;11.64304675;727;7379;11.26643613;434;4997;5.964150028;162;2746;4.541708681;109;926;5.404183936;375;4972;48.76083058
16/07/2020;1740;14559;30.68230996;642;7970;11.74026855;569;7409;11.31224086;560;5080;6.063214357;230;2775;4.589672829;101;949;5.538413126;339;4983;48.86870852
17/07/2020;2060;16045;33.81397509;687;8113;11.95091578;829;7699;11.75501989;595;5265;6.284020391;231;2783;4.602904319;110;984;5.742674938;312;4921;48.2606692
18/07/2020;1838;17421;36.71382113;827;8316;12.24994646;163;7504;11.45728916;381;5228;6.239859184;249;2797;4.626059425;127;1048;6.116182251;313;4821;47.27996062
19/07/2020;1639;18606;39.21114493;726;8526;12.55928854;4;7497;11.44660139;309;5212;6.220762446;218;2823;4.669061765;146;1121;6.54221403;246;4739;46.47577959
20/07/2020;2403;20267;42.71161316;557;8740;12.87452285;1911;8390;12.81005544;590;5261;6.279246207;190;2805;4.639290914;187;1272;7.423457847;135;4642;45.52449227
21/07/2020;2413;21850;46.04770057;445;8604;12.67418703;595;8531;13.02533766;392;5374;6.41411692;128;2796;4.624405489;165;1400;8.170472473;127;4482;43.95535854
22/07/2020;2461;23375;49.2615561;560;8534;12.571073;921;8630;13.17649326;559;5577;6.656406785;280;2883;4.768297934;168;1516;8.847454478;252;4291;42.08220515
23/07/2020;2305;24729;52.11503833;769;8661;12.75815131;1236;9422;14.38573807;605;5880;7.018051263;306;2975;4.92046006;165;1627;9.495256224;229;4102;40.22866594
24/07/2020;2550;26111;55.02752904;768;8917;13.13525404;1091;9798;14.95982399;742;6291;7.508598724;252;2951;4.880765592;197;1782;10.39984425;313;4013;39.3558353
25/07/2020;2127;27321;57.57753901;767;8864;13.05718199;88;9635;14.71095163;655;6569;7.840404549;274;3037;5.023004102;147;1848;10.78502366;263;3734;36.61965836
26/07/2020;1992;28420;59.89362244;745;8959;13.19712245;0;9619;14.68652245;389;6748;8.054049307;254;3057;5.056082825;294;2041;11.91138165;209;3652;35.81547733
27/07/2020;3046;30026;63.27818111;685;9114;13.42544637;2488;10684;16.31259027;445;6932;8.273661795;168;3056;5.054428889;146;2116;12.34908554;135;3481;34.13846566
28/07/2020;3178;31642;66.68381425;581;9297;13.6950159;564;11186;17.07905604;595;7251;8.654403012;202;3144;5.19997527;223;2285;13.33537829;111;3359;32.94200119
29/07/2020;3268;33020;69.58787519;763;9522;14.02645384;1470;11929;18.21348646;839;7656;9.137789196;288;3270;5.408371226;248;2424;14.14658948;203;3187;31.25518243
30/07/2020;3138;34418;72.53408505;846;9726;14.32695758;1389;12749;19.46548234;989;8085;9.649820487;382;3422;5.659769521;354;2677;15.62311058;255;3103;30.43138723
31/07/2020;3643;36001;75.87017246;880;9919;14.61125769;1308;13228;20.19683116;864;8354;9.970884397;379;3570;5.904552072;341;2908;16.97123854;204;2995;29.37222196
01/08/2020;3753;37916;79.90593203;761;9853;14.51403589;63;13128;20.04414873;606;8579;10.23943228;295;3616;5.980633135;431;3212;18.74539827;238;2920;28.63669052
02/08/2020;2885;39162;82.53181006;744;9871;14.54055092;3;13127;20.04262191;215;8485;10.12723894;238;3636;6.013711858;387;3453;20.15188675;153;2827;27.72463155
03/08/2020;4151;40910;86.2156261;898;10212;15.04286354;3360;14576;22.25499025;891;8786;10.48649633;159;3605;5.962439838;378;3644;21.26657264;106;2798;27.44022606
04/08/2020;4725;43222;91.08804183;670;10437;15.37430149;971;14952;22.82907616;717;9111;10.87439882;190;3667;6.064983879;493;3972;23.18079762;112;2783;27.29311977
05/08/2020;4646;45407;95.69281189;892;10769;15.86335659;1708;15739;24.03068685;1285;9837;11.74091331;384;3771;6.236993239;471;4275;24.9491213;167;2698;26.45951748
06/08/2020;4626;47728;100.5841946;950;10950;16.12998;1601;16104;24.5879777;926;10158;12.12404162;401;3866;6.394117174;715;4825;28.15894977;213;2682;26.3026041
07/08/2020;5376;50554;106.5398377;871;11053;16.28170493;2387;17400;26.56674192;1157;10573;12.61936327;552;4166;6.89029802;652;5280;30.81435333;290;2659;26.07704113
08/08/2020;4288;52715;111.0940291;758;11044;16.26844741;70;17382;26.53925909;707;10625;12.68142767;347;4239;7.01103536;600;5733;33.45808478;186;2582;25.32189553
09/08/2020;4106;54829;115.5491705;1062;11361;16.73540665;35;17417;26.59269794;385;10621;12.67665348;463;4448;7.356708016;643;6082;35.49486684;131;2504;24.55694283
10/08/2020;6150;57933;122.0906836;740;11416;16.81642482;4731;19660;30.01736472;1220;11396;13.60165173;259;4539;7.507216206;698;6634;38.71636742;157;2526;24.77269872
11/08/2020;6453;61208;128.9925701;1148;11983;17.65164844;1414;20510;31.31516534;1032;11833;14.12323139;412;4749;7.854542799;333;6744;39.35833311;120;2535;24.86096249
